orbital_period,transit_duration,transit_depth,planet_radius,snr,semi_major_axis,stellar_density,equilibrium_temp,inclination,stellar_radius,stellar_mass,impact_parameter,koi_disposition
105.3582299,3.81,1210.2,1.87,22.6,0.351,5.81276,204.0,89.71,0.496,0.518,0.75,CONFIRMED
3.24325988,3.03318,16451.0,12.91,1586.2,0.0433,1.3532,1243.0,89.27,1.013,1.027,0.117,CONFIRMED
7.79668781,4.6699,361.3,2.44,48.5,0.0848,0.68226,1116.0,89.98,1.276,1.334,0.005,CANDIDATE
56.4758069,5.961,1091.8,3.22,70.0,0.2838,0.42341,417.0,88.81,0.839,0.952,0.862,CONFIRMED
92.8747294,7.474,658.8,2.64,37.9,0.3953,0.19107,353.0,88.82,0.839,0.952,0.917,CONFIRMED
1.538180949,1.2635,841.0,1.0,47.7,0.0167,0.62126,602.0,77.38,0.274,0.26,0.932,CONFIRMED
10.4188915,3.0069,670.0,3.17,42.1,0.0917,0.59531,855.0,86.74,1.064,0.946,0.856,CONFIRMED
20.4998763,6.501,437.8,2.8,21.1,0.1528,0.04075,731.0,84.41,1.076,1.13,0.943,CONFIRMED
1.921437488,1.9046,278.7,1.77,56.7,0.0279,0.22347,1276.0,74.86,0.851,0.784,0.919,CONFIRMED
96.109323,9.877,982.3,4.01,28.7,0.3928,0.06199,409.0,88.26,1.005,0.875,0.948,CONFIRMED
20.38174802,3.7922,1597.1,3.16,46.8,0.1345,3.08596,528.0,89.59,0.808,0.779,0.295,CONFIRMED
7.00447892,2.669,231.4,1.19,9.9,0.066,3.14913,754.0,89.6,0.808,0.779,0.139,CANDIDATE
5.101375725,2.595,894.6,2.84,55.1,0.058,2.67226,1050.0,89.9,0.954,1.001,0.027,CONFIRMED
17.7940049,4.091,879.4,312.48,27.7,0.1378,0.1505,762.0,74.13,1.044,1.099,3.72,FALSE POSITIVE
3.47021401,2.289,1105.2,2.4,8.3,0.0403,2.65202,933.0,89.63,0.744,0.726,0.076,FALSE POSITIVE
30.69395532,2.9512,18121.0,13.72,196.6,0.1976,14.28173,614.0,90.0,1.018,1.086,0.001,CANDIDATE
2.139325409,2.8056,6897.8,11.61,164.4,0.029,0.16177,1007.0,72.53,0.666,0.717,1.019,FALSE POSITIVE
29.481061268,3.6636,11871.0,16.61,332.0,0.1706,1.27849,571.0,88.55,0.901,0.762,0.983,CANDIDATE
572.376632,24.42,1743.4,5.8,78.6,1.4062,0.14543,264.0,89.7,1.299,1.129,0.712,CONFIRMED
2.233799622,3.04,2658.5,28.63,228.9,0.0327,0.06306,1287.0,60.7,0.846,0.938,1.249,FALSE POSITIVE
31.13862664,5.2482,11427.0,12.88,163.7,0.2009,0.56546,582.0,88.34,1.0,1.114,0.889,FALSE POSITIVE
13.93068791,2.312,186.5,1.4,14.9,0.1116,0.84929,665.0,87.46,0.839,0.952,0.912,CONFIRMED
20.4074846,8.839,363.4,2.9,24.5,0.1473,0.00634,660.0,79.04,0.972,1.02,0.986,CONFIRMED
12.36564669,3.644,388.4,24.89,22.8,0.1059,0.02384,804.0,77.81,0.952,1.033,1.22,FALSE POSITIVE
10.35078415,6.253,273.1,1.97,36.5,0.0907,0.09524,842.0,84.43,1.08,0.926,0.79,CONFIRMED
62.9224936,11.64,417.8,2.75,28.7,0.302,0.02718,462.0,87.02,1.08,0.926,0.928,CONFIRMED
32.7737631,3.416,564.5,5.0,21.7,0.202,0.28241,686.0,87.79,1.534,1.023,0.971,CANDIDATE
38.6520796,5.607,566.5,2.07,24.8,0.2141,1.9665,487.0,89.96,0.887,0.874,0.038,CONFIRMED
14.20442616,3.898,800.6,1.9,26.7,0.1041,2.18427,602.0,89.98,0.678,0.758,0.011,CONFIRMED
55.673582,3.778,765.1,2.19,22.7,0.2658,8.37977,384.0,89.86,0.808,0.806,0.274,CONFIRMED
6.82778157,2.3726,545.8,1.34,32.2,0.059,3.87486,577.0,89.09,0.574,0.587,0.336,CONFIRMED
0.687895191,2.4233,462.5,1.35,60.9,0.0131,0.47998,1391.0,89.54,0.651,0.637,0.018,FALSE POSITIVE
127.2824442,7.1545,8088.6,12.04,148.1,0.4913,1.06975,392.0,89.51,1.183,0.974,0.827,CONFIRMED
10.06083238,4.5718,460.2,2.58,86.4,0.0894,0.40512,899.0,87.02,1.14,0.939,0.672,CONFIRMED
30.1837021,5.879,974.9,3.65,37.9,0.1882,1.36237,634.0,89.98,1.183,0.974,0.011,CONFIRMED
2.92928244,6.794,268.6,38.42,39.2,0.0432,0.00498,2112.0,29.69,2.251,1.253,1.14,FALSE POSITIVE
77.63424586,4.1002,16612.0,9.4,185.5,0.3215,12.93076,325.0,89.96,0.755,0.734,0.113,CANDIDATE
52.75878505,6.6517,5805.8,8.76,265.4,0.2944,1.575,540.0,89.68,1.137,1.221,0.344,CONFIRMED
1.332564478,6.0325,1071.5,27.04,119.6,0.0234,0.02652,1618.0,23.01,0.878,0.964,1.248,FALSE POSITIVE
41.0772969,5.525,1216.8,3.25,28.8,0.2138,2.25399,523.0,89.97,0.938,0.773,0.03,FALSE POSITIVE
135.9121619,5.628,10188.0,40.18,99.5,0.5151,1.25563,370.0,89.33,0.959,0.982,1.256,FALSE POSITIVE
42.4729078,7.253,334.0,2.03,22.8,0.2348,0.80682,539.0,89.51,1.111,0.957,0.361,CONFIRMED
15.17026921,4.3311,224.8,2.47,45.4,0.1291,0.13336,905.0,85.52,1.369,1.247,0.917,CONFIRMED
39.4576228,9.557,244.8,2.8,41.6,0.2441,0.01292,658.0,84.57,1.369,1.247,0.967,CONFIRMED
17.8159689,3.6765,776.8,3.12,22.5,0.1321,0.34012,699.0,87.08,0.933,0.968,0.911,CONFIRMED
36.5157639,3.6577,861.3,2.55,34.7,0.1977,1.84625,425.0,89.11,0.781,0.772,0.787,CONFIRMED
14.07969236,1.375,169.5,2.08,26.2,0.1176,28.42249,931.0,89.53,1.547,1.092,0.544,CONFIRMED
16.54081386,2.5996,370.0,1.57,32.8,0.1183,3.36721,570.0,88.92,0.769,0.806,0.688,CONFIRMED
3.609313059,1.7752,1375.1,3.26,35.0,0.0455,4.68689,1092.0,88.42,0.868,0.963,0.408,CONFIRMED
1.93155546,1.614,504.9,2.25,8.6,0.0299,0.69233,1290.0,80.37,0.858,0.957,0.861,CONFIRMED
8.41100305,2.4553,755.6,1.8,27.6,0.0665,0.57889,472.0,85.99,0.539,0.552,0.905,CONFIRMED
13.52252364,3.987,690.6,2.11,22.4,0.1063,1.80501,652.0,89.52,0.816,0.875,0.216,CONFIRMED
134.2520474,9.0636,832.1,3.43,57.2,0.512,1.64351,393.0,90.0,1.2,0.991,0.001,CONFIRMED
3.268695042,3.45188,10091.0,16.91,1429.9,0.0453,0.87558,1597.0,89.53,1.691,1.161,0.065,CONFIRMED
99.7468804,6.804,1287.0,3.94,45.6,0.3907,0.65013,391.0,89.32,0.974,0.797,0.828,CONFIRMED
22.84156293,2.5997,2940.7,30.0,47.6,0.1499,0.7722,557.0,87.38,0.826,0.858,1.267,FALSE POSITIVE
11.720123999,3.0039,9763.3,7.94,707.3,0.0935,2.65963,660.0,88.67,0.77,0.792,0.623,CONFIRMED
4.33643506,4.1445,108.5,1.75,48.0,0.0564,0.24998,1453.0,84.15,1.603,1.275,0.641,CONFIRMED
15.95541913,3.9851,762.6,2.18,39.0,0.114,1.97492,573.0,89.4,0.805,0.776,0.314,CONFIRMED
8.25980352,2.928,298.4,1.35,18.3,0.0735,2.79781,714.0,89.57,0.805,0.776,0.161,CONFIRMED
62.5613879,5.907,1372.6,3.54,35.0,0.3017,0.57416,417.0,89.02,0.84,0.937,0.842,CONFIRMED
8.96847034,4.4073,234.3,2.17,38.2,0.086,0.53989,1024.0,87.58,1.374,1.054,0.558,CONFIRMED
1.907810683,1.8707,120.5,0.91,40.9,0.0295,1.95858,1268.0,86.74,0.824,0.937,0.41,CONFIRMED
32.85862571,3.1483,162.8,2.31,36.4,0.2006,0.36161,691.0,88.0,1.414,0.995,0.955,CANDIDATE
48.118812545,5.27958,69851.0,45.18,2145.1,0.2549,2.80173,490.0,89.12,0.872,0.952,1.079,FALSE POSITIVE
2.229326354,1.9946,49.1,0.6,24.6,0.0324,2.2152,1273.0,88.29,0.865,0.914,0.249,CANDIDATE
2.514628496,1.6239,228.4,1.27,33.3,0.0354,4.72758,1217.0,88.78,0.84,0.937,0.247,CONFIRMED
8.025118521,5.3694,3120.4,7.79,373.0,0.0804,0.37629,1093.0,87.6,1.369,1.073,0.454,CONFIRMED
5.79529495,2.272,334.3,1.05,14.8,0.0519,1.59906,534.0,87.11,0.539,0.552,0.714,CONFIRMED
73.7578875,2.69,1836.9,4.28,20.2,0.3259,14.00765,375.0,89.74,0.93,0.847,0.714,CONFIRMED
8.56267266,1.53,608.1,2.26,15.2,0.0776,18.18192,768.0,89.54,0.93,0.847,0.335,CANDIDATE
8.30537702,3.751,365.6,1.69,28.5,0.0766,0.94638,809.0,88.14,0.873,0.87,0.489,CONFIRMED
13.22714056,3.2861,812.0,2.22,51.8,0.1027,3.39073,638.0,89.98,0.8,0.825,0.013,CONFIRMED
51.8098276,6.343,1025.4,2.6,56.8,0.2571,1.67158,410.0,89.75,0.826,0.844,0.273,CONFIRMED
4.38536428,2.5126,198.5,1.15,25.9,0.0496,2.04467,935.0,88.5,0.826,0.844,0.335,CONFIRMED
34.205785079,5.1691,183.2,1.1,11.6,0.1949,1.85161,471.0,89.62,0.826,0.844,0.319,CONFIRMED
13.97945055,1.2325,356.1,1.97,17.1,0.1074,5.19596,635.0,88.6,0.826,0.844,0.924,CONFIRMED
3.554856338,2.1004,232.9,1.29,40.8,0.0444,2.86343,1157.0,88.47,0.831,0.931,0.331,CONFIRMED
5.28790754,8.5274,343.9,7.1,90.6,0.0671,0.05453,1661.0,83.69,3.818,1.441,0.474,CONFIRMED
8.45746636,2.2906,1320.3,1.87,21.8,0.0661,6.1429,540.0,89.58,0.524,0.537,0.209,CONFIRMED
17.28116957,2.829,1562.8,2.04,20.3,0.1064,6.7301,425.0,89.75,0.524,0.537,0.206,CONFIRMED
32.1340014,2.691,1262.0,1.84,11.8,0.161,13.89939,346.0,89.84,0.524,0.537,0.256,CONFIRMED
59.7711433,4.843,574.5,3.17,38.5,0.3096,0.53689,522.0,88.9,1.122,1.101,0.899,CONFIRMED
4.417692516,2.323,279.2,1.57,35.1,0.047,0.10289,790.0,78.17,0.664,0.723,0.971,CONFIRMED
10.08744556,2.9884,568.1,3.15,39.9,0.0956,0.29911,942.0,85.49,1.095,1.143,0.921,CONFIRMED
16.34355902,5.474,829.4,3.26,34.0,0.1264,0.33885,730.0,87.56,1.056,1.008,0.716,CONFIRMED
21.96401646,2.7509,693.4,2.57,26.9,0.1503,6.56772,643.0,89.5,0.958,0.937,0.483,CONFIRMED
125.602323,7.105,925.7,2.89,23.3,0.4806,3.18698,360.0,89.97,0.958,0.937,0.065,CONFIRMED
12.51353325,4.301,430.8,1.88,30.0,0.1007,0.75298,706.0,88.14,0.873,0.87,0.596,CONFIRMED
17.9134215,4.364,197.8,1.39,11.4,0.1279,0.35754,626.0,87.39,0.873,0.87,0.832,CONFIRMED
25.2149143,5.76,174.1,1.19,9.9,0.1607,0.60629,559.0,88.74,0.873,0.87,0.599,CONFIRMED
5.42586901,2.5342,259.0,1.48,26.1,0.0601,2.89914,973.0,89.65,0.934,0.981,0.1,CONFIRMED
19.58561177,1.755,532.9,3.09,27.1,0.1379,1.39703,666.0,88.19,0.996,0.911,0.964,CONFIRMED
4.544436472,1.8141,879.3,3.0,42.5,0.0522,2.46043,1017.0,86.99,0.937,0.919,0.731,CONFIRMED
12.76220558,2.0688,653.8,3.18,17.4,0.104,0.71109,721.0,87.01,0.937,0.919,0.955,CONFIRMED
38.7149617,3.441,694.8,2.62,16.2,0.2179,3.49408,498.0,89.39,0.937,0.919,0.691,CONFIRMED
8.78458274,6.459,210.8,2.6,25.9,0.0876,0.1187,1149.0,85.03,1.691,1.161,0.681,FALSE POSITIVE
3.69298623,1.7744,763.3,1.74,33.9,0.0389,1.73482,745.0,85.88,0.572,0.575,0.775,CONFIRMED
5.334082429,6.2226,4676.5,13.08,653.4,0.0665,0.22622,1495.0,89.63,1.905,1.373,0.045,CONFIRMED
6.4980147,2.4384,190.9,1.87,41.2,0.0669,0.30544,1026.0,84.0,1.104,0.946,0.92,CONFIRMED
19.76169247,3.9097,392.5,2.81,35.3,0.1464,0.23257,791.0,86.86,1.175,1.064,0.924,CONFIRMED
5.18498961,2.1397,430.1,1.15,36.4,0.048,4.72431,652.0,89.94,0.56,0.547,0.021,CONFIRMED
85.6542476,6.866,476.0,3.56,36.6,0.3986,2.3666,522.0,89.99,1.647,1.149,0.012,CONFIRMED
19.32945602,3.794,935.5,2.26,26.8,0.1338,3.23597,529.0,89.99,0.763,0.875,0.009,CONFIRMED
17.79108667,2.662,414.2,2.88,39.8,0.1298,3.80804,830.0,89.06,1.34,0.92,0.654,CANDIDATE
3.290114076,1.5151,645.3,1.49,30.3,0.0361,8.06021,802.0,89.3,0.594,0.58,0.203,CONFIRMED
2.086075752,2.2647,3657.8,10.3,102.2,0.0304,0.27636,1845.0,76.77,1.417,0.862,0.914,FALSE POSITIVE
3.311864148,1.4049,5976.5,9.06,448.2,0.0437,2.25943,1116.0,85.26,0.937,1.012,0.905,CONFIRMED
63.0732241,5.397,671.3,17.8,30.0,0.4144,1.1794,1077.0,89.32,6.354,2.382,0.746,CANDIDATE
2.422084188,2.5613,1871.8,3.55,423.7,0.0344,1.37113,1213.0,89.56,0.83,0.928,0.058,CONFIRMED
78.5461106,8.689,658.7,3.55,35.6,0.3659,1.07922,501.0,89.96,1.397,1.058,0.044,CONFIRMED
16.92342126,4.1864,1125.3,3.4,40.8,0.1309,1.39016,702.0,88.93,0.99,1.044,0.515,CONFIRMED
5.47665801,2.5482,648.0,2.01,32.1,0.0542,0.7995,741.0,85.82,0.706,0.704,0.788,CONFIRMED
4.580346161,2.097,308.3,1.38,49.8,0.0506,3.49602,889.0,88.6,0.789,0.82,0.384,CONFIRMED
2.248288213,2.0361,263.2,1.25,59.7,0.0315,2.36193,1127.0,89.97,0.789,0.82,0.004,CONFIRMED
6.76690759,1.7062,249.3,1.31,29.7,0.0656,5.49873,781.0,88.43,0.789,0.82,0.648,CONFIRMED
34.1732156,4.7679,635.0,2.37,38.9,0.2027,0.64599,465.0,88.63,0.834,0.948,0.815,CONFIRMED
16.7364755,2.151,1147.0,2.73,9.9,0.1107,1.97039,464.0,88.32,0.653,0.646,0.9,CONFIRMED
137.8645881,1.922,2363.0,15.9,28.2,0.4036,9.8537,170.0,89.66,0.449,0.46,1.265,FALSE POSITIVE
12.43929428,3.176,254.3,1.3,24.9,0.0951,1.49391,627.0,88.35,0.773,0.742,0.663,CONFIRMED
7.62635494,2.4168,296.1,1.21,32.5,0.0696,4.39175,703.0,89.43,0.721,0.774,0.237,CONFIRMED
8.710442022,0.9425,1196.4,3.61,42.6,0.08,8.43408,760.0,88.34,0.809,0.9,0.935,CANDIDATE
11.35010642,2.2792,1221.0,1.75,38.3,0.0796,8.85324,403.0,89.95,0.514,0.522,0.035,CONFIRMED
109.4450597,3.792,1269.6,3.04,30.1,0.4276,18.03324,340.0,89.96,0.868,0.868,0.149,CONFIRMED
7.56052209,3.8573,659.8,2.4,34.6,0.0761,1.19278,914.0,89.92,0.94,1.026,0.022,CONFIRMED
12.12401737,3.3091,788.4,2.37,40.1,0.0965,3.03686,675.0,89.94,0.87,0.813,0.029,CONFIRMED
9.38740646,1.6165,384.6,1.69,22.3,0.077,1.13914,575.0,86.89,0.646,0.71,0.946,CONFIRMED
7.41556471,1.973,150.4,0.79,11.8,0.0658,6.20646,622.0,89.05,0.646,0.71,0.434,CONFIRMED
24.2101973,4.046,458.0,1.5,14.1,0.1459,2.36186,451.0,89.38,0.706,0.704,0.45,CONFIRMED
23.8990075,15.955,293.4,3.26,61.5,0.1685,0.05041,823.0,89.24,1.93,1.115,0.153,CONFIRMED
6.22161107,3.4117,165.0,1.59,29.0,0.0693,0.24814,1101.0,83.97,1.097,1.148,0.838,CONFIRMED
6.17998508,2.1094,750.5,2.12,29.0,0.0615,5.7186,814.0,89.56,0.791,0.811,0.175,CONFIRMED
1.569066598,2.7803,147.2,1.68,48.7,0.0269,0.64519,1849.0,88.73,1.395,1.054,0.097,CONFIRMED
9.59068586,3.452,544.6,3.93,40.0,0.0827,1.72343,1087.0,88.99,1.673,0.819,0.359,CONFIRMED
7.03932913,3.514,836.7,4.67,48.6,0.0734,0.08845,1060.0,81.05,1.24,1.064,0.956,CONFIRMED
49.6075771,2.9575,626.7,2.12,44.9,0.2508,5.17681,402.0,89.5,0.774,0.858,0.764,CONFIRMED
16.84183355,2.6194,822.1,3.08,23.6,0.1261,3.51751,699.0,88.95,1.009,0.941,0.688,CONFIRMED
7.340714946,2.9987,8510.5,14.31,856.3,0.0801,1.83834,1155.0,88.13,1.498,1.268,0.568,CONFIRMED
12.55111099,3.1293,494.1,1.34,33.2,0.0896,2.34739,480.0,88.9,0.598,0.609,0.519,CONFIRMED
3.003879547,3.2848,8538.0,10.96,80.8,0.0439,0.79594,1438.0,87.33,1.172,1.253,0.338,CONFIRMED
24.0884178,3.952,387.2,1.16,21.0,0.1384,2.78337,386.0,89.51,0.598,0.609,0.376,CONFIRMED
12.75800092,4.1828,187.9,1.49,41.7,0.1054,1.5271,822.0,89.97,1.095,0.957,0.011,CONFIRMED
5.47033376,3.1441,112.0,1.15,32.7,0.0599,1.51962,1090.0,89.68,1.095,0.957,0.074,CONFIRMED
6.51112385,1.6919,695.1,3.09,38.4,0.0698,1.68446,1008.0,86.75,1.001,1.065,0.882,CONFIRMED
23.85163321,2.4453,833.7,3.37,28.6,0.1658,2.13521,654.0,88.74,1.001,1.065,0.88,CONFIRMED
2.714078374,1.3115,143.5,1.38,36.8,0.0386,1.47384,1301.0,84.01,0.992,1.038,0.868,CONFIRMED
122.8799543,7.835,717.7,2.7,41.9,0.4629,0.3502,326.0,89.24,0.861,0.875,0.872,CONFIRMED
4.88753111,2.034,679.6,2.45,17.4,0.0574,5.09659,1003.0,89.55,0.957,1.053,0.147,CONFIRMED
6.14728341,2.7645,119.7,0.79,26.8,0.0611,2.40067,770.0,89.36,0.746,0.806,0.188,CONFIRMED
2.800111267,1.0237,706.7,2.13,33.5,0.0343,5.75791,956.0,86.54,0.704,0.686,0.806,CONFIRMED
34.3511339,4.4408,599.4,2.75,28.8,0.2101,0.48802,576.0,88.39,0.967,1.045,0.88,CONFIRMED
3.413036353,2.61366,3868.7,6.62,480.7,0.0427,1.90183,1200.0,89.75,1.087,0.888,0.046,CONFIRMED
3.00725068,4.4302,285.8,1.56,30.0,0.0388,0.03994,1122.0,70.4,0.781,0.873,0.897,CONFIRMED
4.194496867,1.7807,660.7,1.57,45.0,0.0419,1.09947,577.0,85.09,0.522,0.555,0.863,CONFIRMED
6.35585682,1.55,176.6,0.86,9.2,0.0552,1.28201,503.0,86.26,0.522,0.555,0.912,CANDIDATE
1.970340203,1.7901,403.2,3.97,56.3,0.0303,0.51893,1599.0,79.56,1.667,0.951,0.859,CONFIRMED
5.05821338,1.132,748.3,10.69,43.2,0.0567,1.13328,1168.0,85.01,1.667,0.951,1.004,CONFIRMED
26.85323647,4.4557,965.8,2.65,53.3,0.162,2.78077,544.0,89.99,0.869,0.786,0.01,CONFIRMED
25.0985083,2.7727,167.6,1.59,21.3,0.1654,2.1809,656.0,88.88,1.095,0.957,0.814,CONFIRMED
34.2685741,4.8251,699.3,2.44,38.2,0.193,1.17744,477.0,89.07,0.872,0.815,0.677,CONFIRMED
5.75321539,1.7948,733.8,3.14,31.8,0.0633,0.84337,920.0,85.36,0.929,1.017,0.921,CONFIRMED
5.50860699,3.0788,203.9,1.49,38.2,0.0585,0.21388,934.0,82.78,0.883,0.877,0.879,CONFIRMED
18.93055119,3.372,684.0,4.41,26.2,0.137,2.48982,766.0,89.07,1.643,0.955,0.583,CONFIRMED
42.94386258,3.7591,9207.9,41.62,273.0,0.2238,1.25537,520.0,88.52,0.94,0.808,1.285,FALSE POSITIVE
22.06402,4.1,388.7,2.67,31.5,0.1624,0.17456,712.0,86.73,1.09,1.174,0.941,CONFIRMED
5.756245244,1.071,623.6,2.24,45.5,0.0582,5.4985,773.0,87.61,0.734,0.794,0.888,CONFIRMED
148.4601819,5.499,1532.1,3.61,33.7,0.5238,2.11411,285.0,89.66,0.821,0.868,0.808,CONFIRMED
0.934885365,1.4083,270.4,3.21,57.8,0.0184,1.07711,2080.0,78.54,1.795,0.953,0.731,CONFIRMED
25.7626846,6.908,619.5,2.66,38.0,0.1709,0.60038,633.0,89.32,1.069,1.002,0.327,CONFIRMED
11.0317836,4.753,182.3,1.45,14.1,0.0971,0.69388,840.0,88.59,1.069,1.002,0.405,CONFIRMED
4.12511935,2.877,114.7,0.88,21.6,0.049,1.37114,1016.0,88.65,0.83,0.928,0.253,CONFIRMED
4.22464216,1.403,987.0,4.31,7.7,0.0546,1.49538,1279.0,85.33,1.14,1.213,0.913,CANDIDATE
13.12162167,3.6138,196.9,1.99,32.7,0.1123,0.54754,913.0,87.29,1.277,1.094,0.807,CONFIRMED
49.6220669,7.222,505.5,3.33,47.6,0.2726,0.07822,546.0,87.52,1.184,1.097,0.939,CONFIRMED
8.08801663,1.8334,952.9,2.94,46.1,0.0753,4.02971,792.0,88.23,0.874,0.87,0.744,CONFIRMED
11.55103848,3.3601,402.8,2.17,49.8,0.1005,1.82309,845.0,88.79,1.058,1.014,0.493,CONFIRMED
4.469754641,1.813,553.9,2.26,37.1,0.0535,4.5461,1103.0,88.32,0.934,1.021,0.494,CONFIRMED
15.77382794,4.957,313.6,2.72,30.4,0.1291,1.14507,955.0,89.92,1.531,1.15,0.035,CONFIRMED
6.56226483,4.0144,260.8,3.07,41.2,0.0732,0.41998,1290.0,86.26,1.812,1.212,0.643,CONFIRMED
20.67876365,4.6395,323.9,2.42,42.6,0.1518,0.79795,749.0,88.55,1.272,1.088,0.665,CONFIRMED
50.79034648,10.8474,5671.1,10.6,508.8,0.2776,0.40843,612.0,89.91,1.406,1.102,0.058,CONFIRMED
9.59993246,4.3206,271.2,2.08,52.0,0.091,1.04528,967.0,89.79,1.272,1.088,0.063,CONFIRMED
2.0248205,2.55,63.3,1.01,20.2,0.0322,0.97398,1625.0,87.61,1.272,1.088,0.248,CONFIRMED
201.118319,10.328,584.8,2.28,34.7,0.6559,1.6429,300.0,90.0,0.954,0.929,0.001,CONFIRMED
24.7577652,6.998,458.7,2.44,37.6,0.1688,0.07423,644.0,86.17,0.966,1.043,0.896,CONFIRMED
12.7983174,6.401,336.6,2.88,38.2,0.1072,0.14332,908.0,86.06,1.451,1.0,0.738,CONFIRMED
10.13200555,3.1683,911.6,1.67,37.6,0.0756,2.91174,574.0,89.93,0.561,0.561,0.03,CONFIRMED
38.505224,5.941,695.2,2.45,35.5,0.2159,0.76267,532.0,89.04,0.881,0.904,0.654,CONFIRMED
4.6126736,3.0643,133.2,1.6,34.3,0.0559,0.42038,1294.0,84.44,1.277,1.094,0.755,CONFIRMED
8.67890312,3.5317,540.6,2.56,37.4,0.0805,1.66733,905.0,89.38,1.116,0.924,0.203,CONFIRMED
39.3135699,5.0137,500.1,2.07,33.8,0.227,2.79643,540.0,89.99,0.925,1.008,0.006,CONFIRMED
5.94565516,2.1604,401.2,1.12,28.5,0.0536,4.86272,568.0,89.37,0.564,0.581,0.229,CONFIRMED
1.52373073,1.4796,364.7,1.26,34.1,0.0208,0.28756,818.0,73.31,0.51,0.516,0.942,CONFIRMED
4.225384543,2.82038,7563.0,9.0,1457.8,0.0516,1.98451,1111.0,89.66,1.054,1.025,0.074,CONFIRMED
60.0853848,7.007,432.2,2.4,51.7,0.3148,0.39852,485.0,88.93,1.047,1.149,0.79,CONFIRMED
43.0343364,6.571,541.6,2.5,50.0,0.2327,0.18252,484.0,88.07,0.911,0.906,0.882,CONFIRMED
46.2991052,5.2481,854.9,4.33,55.0,0.2436,2.91812,592.0,89.98,1.507,0.898,0.025,CANDIDATE
88.6440015,7.82,625.5,2.51,57.6,0.3815,0.59555,391.0,89.34,0.934,0.941,0.724,CONFIRMED
35.01190875,2.868,436.7,2.97,34.0,0.2124,1.02226,603.0,88.69,1.153,1.041,0.927,CONFIRMED
16.57099265,2.9052,644.9,2.03,40.9,0.121,3.6704,614.0,89.16,0.779,0.865,0.55,CONFIRMED
16.00496657,6.5047,377.5,3.71,49.8,0.1396,0.51784,1040.0,89.96,1.904,1.412,0.013,CONFIRMED
1.954525966,2.0944,392.8,2.38,43.1,0.0307,0.8297,1540.0,82.98,1.136,1.01,0.673,CONFIRMED
7.23400381,2.165,453.3,1.78,34.3,0.0702,6.3602,831.0,89.93,0.85,0.879,0.032,CONFIRMED
6.77408984,2.6215,520.3,2.5,33.6,0.0741,3.37561,1058.0,89.92,1.092,1.18,0.026,CONFIRMED
20.172024672,3.1488,5368.1,6.24,226.8,0.1353,5.65507,564.0,89.61,0.864,0.811,0.334,CONFIRMED
26.41044199,3.0715,991.1,2.45,31.2,0.1616,3.64318,512.0,89.25,0.734,0.815,0.674,CONFIRMED
8.27745764,2.713,197.2,2.46,17.3,0.077,3.27949,1088.0,89.35,1.781,0.887,0.261,CONFIRMED
14.37504582,3.208,251.1,2.05,15.7,0.1167,0.27281,786.0,86.3,1.053,1.023,0.927,CONFIRMED
6.31219171,4.9377,403.7,2.17,35.6,0.0695,0.46944,1096.0,89.9,1.075,1.124,0.018,CANDIDATE
147.97391,6.854,1267.1,3.33,26.4,0.5302,4.25487,329.0,89.99,0.95,0.905,0.034,CONFIRMED
13.24503482,4.4078,156.1,1.77,35.7,0.1092,0.8915,887.0,88.59,1.39,0.988,0.498,CONFIRMED
77.2550726,10.214,589.5,3.7,44.0,0.3781,0.12697,548.0,88.6,1.356,1.212,0.837,CONFIRMED
3.85690686,2.0808,127.8,0.93,24.3,0.0466,2.61216,972.0,87.9,0.813,0.902,0.466,CONFIRMED
116.3311739,7.025,1586.3,3.26,31.5,0.4451,3.13923,323.0,89.99,0.835,0.868,0.032,CONFIRMED
86.049055,29.28,429.9,2.06,8.0,0.3792,0.02769,410.0,89.38,0.997,0.981,0.2597,CANDIDATE
6.31943553,3.3422,581.1,2.71,61.0,0.0658,0.43273,986.0,85.42,1.022,0.949,0.775,CONFIRMED
12.20951755,4.1808,538.1,2.61,45.5,0.1021,0.41454,791.0,86.99,1.022,0.949,0.779,CONFIRMED
3.07644709,2.6326,216.7,1.61,29.3,0.0407,0.55826,1253.0,83.78,1.022,0.949,0.708,CONFIRMED
2.11913005,4.141,28.7,1.35,21.5,0.0356,0.11777,2090.0,77.24,2.377,1.339,0.67,FALSE POSITIVE
68.958447,3.128,123.3,1.11,30.0,0.3183,3.91,402.0,89.53,0.888,0.902,0.821,CONFIRMED
18.79591276,7.5235,2431.4,7.39,282.3,0.1431,0.18078,852.0,87.35,1.406,1.102,0.695,CONFIRMED
63.0380366,7.3702,658.7,2.59,53.1,0.3076,1.42231,465.0,89.98,1.019,0.976,0.021,CONFIRMED
9.69315023,5.6725,141.8,1.89,45.1,0.0894,0.1532,1017.0,85.39,1.472,1.014,0.734,CONFIRMED
8.48031229,7.105,351.1,2.58,37.3,0.0809,0.01171,952.0,74.43,1.078,0.982,0.951,FALSE POSITIVE
56.1886436,6.5272,346.2,2.56,35.6,0.2939,0.25001,503.0,88.56,1.176,1.071,0.873,CONFIRMED
6.92101452,4.3591,529.7,1.48,39.9,0.059,0.21781,619.0,84.6,0.585,0.571,0.771,CONFIRMED
3.27344784,1.7292,262.5,0.81,34.0,0.0349,4.10022,625.0,88.1,0.496,0.528,0.44,CONFIRMED
