orbital_period,transit_duration,transit_depth,planet_radius,snr,semi_major_axis,stellar_density,equilibrium_temp,inclination,stellar_radius,stellar_mass,impact_parameter,koi_disposition
6.88297756,2.065,30.4,0.77,13.2,0.0726,2.42096,1141.0,87.78,1.298,1.079,0.707,CANDIDATE
8.7963166,4.696,96.5,1.36,11.9,0.0836,0.0136,882.0,75.14,1.0,1.0,0.979,CANDIDATE
2.049602348,1.061,186.1,1.08,11.3,0.0301,11.12347,1203.0,88.16,0.78,0.872,0.435,CANDIDATE
53.285584,6.492,158.6,1.44,11.0,0.2582,0.50608,537.0,88.98,1.057,0.806,0.754,CANDIDATE
5.8943338,3.475,28.9,0.61,10.7,0.0657,1.20538,1092.0,89.99,1.145,1.087,0.003,CANDIDATE
8.119343,3.558,350.4,1.5,8.2,0.0753,1.59919,794.0,89.9,0.81,0.864,0.032,CANDIDATE
7.74347801,2.7878,77.8,0.62,24.4,0.0678,3.08817,727.0,89.95,0.721,0.692,0.018,CONFIRMED
18.0071438,5.401,80.8,1.05,13.1,0.1356,0.97957,799.0,89.82,1.167,1.023,0.081,CANDIDATE
5.60473115,2.885,210.0,1.11,11.9,0.0588,1.9082,866.0,89.14,0.777,0.871,0.221,CONFIRMED
132.778041,5.624,9036.0,10.38,10.6,0.5104,3.36683,357.0,89.95,1.0,1.0,0.735,FALSE POSITIVE
2.49915311,1.803,179.2,1.02,13.4,0.0321,1.61856,983.0,85.29,0.72,0.707,0.666,CANDIDATE
184.568,13.09,409.9,1.53,10.2,0.5911,0.66592,282.0,89.95,0.75,0.807,0.2544,FALSE POSITIVE
105.997107,3.751,430.8,1.83,10.9,0.4274,7.79128,373.0,89.77,0.831,0.931,0.667,CANDIDATE
2.48882685,3.487,80.2,1.05,14.2,0.038,0.19351,1477.0,79.72,1.092,1.18,0.711,FALSE POSITIVE
367.19796,15.92,146.1,1.08,10.7,0.9925,0.78531,253.0,89.95,0.889,0.966,0.0858,FALSE POSITIVE
6.30432354,2.508,40.0,1.23,10.7,0.0709,1.45822,1510.0,87.38,1.836,1.192,0.665,CANDIDATE
17.6604653,2.837,309.2,1.76,11.3,0.1342,2.73076,690.0,88.89,0.94,1.032,0.689,FALSE POSITIVE
3.38419892,1.485,228.2,1.2,11.5,0.0423,8.68866,1074.0,89.42,0.795,0.888,0.176,CANDIDATE
1.69999106,3.289,95.6,0.55,10.6,0.0227,0.34179,934.0,84.04,0.554,0.541,0.388,FALSE POSITIVE
1.19260017,1.502,58.0,0.77,11.7,0.0207,3.07205,1726.0,89.86,1.013,0.837,0.015,CANDIDATE
4.2059745,8.006,41.2,0.75,7.7,0.0504,0.07126,1263.0,88.38,1.163,0.964,0.115,FALSE POSITIVE
216.456055,11.067,1002.8,3.61,14.2,0.6985,1.46353,320.0,89.99,1.155,0.969,0.033,CANDIDATE
0.566803216,3.325,20.2,0.54,15.5,0.0138,0.15379,2642.0,72.05,1.182,1.087,0.424,FALSE POSITIVE
365.13981,4.46,531.0,1.86,7.9,0.9615,36.51555,228.0,89.95,0.815,0.887,0.0901,FALSE POSITIVE
37.809539,7.547,487.4,1.79,9.7,0.2139,0.78635,483.0,89.96,0.82,0.917,0.03,FALSE POSITIVE
381.18654,9.73,985.0,2.29,9.0,0.9537,2.92864,193.0,89.95,0.734,0.799,0.4109,FALSE POSITIVE
12.003678,2.799,281.7,0.97,12.0,0.0856,4.78778,503.0,89.87,0.594,0.58,0.076,CANDIDATE
5.17624997,5.261,78.7,1.31,13.4,0.0586,0.30556,1243.0,89.26,1.497,1.001,0.097,CONFIRMED
370.62071,12.58,344.3,2.12,10.5,1.0537,1.60324,295.0,89.95,1.136,1.131,0.1419,FALSE POSITIVE
0.589458602,0.8278,158.4,0.98,17.3,0.0124,9.12761,1848.0,89.11,0.776,0.722,0.086,FALSE POSITIVE
3.91794676,2.549,116.5,0.94,13.5,0.0482,1.72996,1030.0,88.27,0.87,0.974,0.337,CONFIRMED
6.0059966,3.096,39.2,0.73,7.8,0.0658,1.69412,1130.0,89.48,1.16,1.05,0.135,CANDIDATE
4.22426989,4.22,13.6,0.35,11.0,0.0494,0.17052,1069.0,82.43,0.883,0.903,0.716,CANDIDATE
330.906041,3.846,740.0,2.05,7.3,0.883,52.74002,225.0,89.95,0.769,0.838,0.005,CANDIDATE
56.3479517,8.789,43.6,1.06,15.1,0.2841,0.19347,586.0,88.62,1.471,0.963,0.768,CANDIDATE
0.614701901,0.947,131.6,0.82,11.2,0.0126,5.93858,1656.0,87.09,0.724,0.699,0.2344,FALSE POSITIVE
0.934181579,3.943,12.1,0.79,19.8,0.0228,0.09316,3268.0,67.58,2.152,1.803,0.62,FALSE POSITIVE
19.9778599,5.96,83.4,1.07,12.8,0.1547,0.78159,773.0,89.61,1.162,1.232,0.172,CANDIDATE
379.65261,19.04,82.3,1.2,8.0,0.9747,0.44845,330.0,89.95,1.302,0.855,0.1971,FALSE POSITIVE
17.543847,5.948,196.3,1.15,9.9,0.126,0.40577,658.0,88.23,0.791,0.865,0.579,CANDIDATE
3.8183717,2.687,50.8,1.39,11.8,0.0528,0.21007,1683.0,80.73,1.692,1.351,0.878,CANDIDATE
1.215181097,1.295,39.7,0.87,11.8,0.0241,4.72405,2230.0,88.81,1.365,1.266,0.1356,FALSE POSITIVE
21.5324915,4.156,100.5,1.47,12.1,0.1622,1.58319,876.0,88.81,1.41,1.232,0.5366,FALSE POSITIVE
3.74779583,3.157,88.5,1.06,14.4,0.0496,0.81686,1324.0,87.36,1.111,1.154,0.39,FALSE POSITIVE
9.07829171,0.783,530.9,3.69,7.0,0.0838,163.47585,984.0,89.89,1.611,0.951,0.164,CANDIDATE
0.91842238,5.664,162.9,16.07,12.9,0.0173,0.03975,1525.0,11.38,0.74,0.828,1.186,FALSE POSITIVE
373.43233,16.5,166.7,1.48,12.9,0.9997,0.71957,290.0,89.95,1.141,0.954,0.0802,FALSE POSITIVE
9.74048508,1.6993,121.4,0.95,25.8,0.079,1.86857,673.0,87.58,0.721,0.692,0.89,CONFIRMED
397.73781,13.08,460.8,2.2,8.8,1.0889,1.52597,264.0,89.95,1.02,1.086,0.1656,FALSE POSITIVE
5.35745121,2.592,78.2,1.65,16.4,0.0639,2.60681,1457.0,89.57,1.86,1.208,0.119,FALSE POSITIVE
2.16132662,4.487,112.2,0.5,25.3,0.025,0.06526,687.0,72.06,0.43,0.443,0.778,FALSE POSITIVE
6.41097179,2.582,233.5,1.4,8.5,0.0669,2.95954,886.0,89.2,0.933,0.972,0.261,CANDIDATE
6.76289308,6.204,50.9,1.21,14.6,0.0761,0.14473,1337.0,85.5,1.63,1.289,0.553,CONFIRMED
75.2116373,3.203,362.6,2.83,13.1,0.3708,20.22238,516.0,89.98,1.5,1.2,0.058,CANDIDATE
6.36283414,3.752,159.4,1.12,9.9,0.0666,1.02437,956.0,89.38,0.883,0.972,0.141,CANDIDATE
7.53737498,3.966,41.1,0.93,11.3,0.0802,0.96345,1210.0,89.1,1.436,1.212,0.225,CANDIDATE
1.09844642,1.528,45.0,1.73,15.1,0.0224,0.93906,2921.0,79.29,2.391,1.233,0.727,FALSE POSITIVE
25.94947,15.7,238.3,1.22,8.2,0.1613,0.02462,508.0,85.94,0.748,0.838,0.678,FALSE POSITIVE
7.57600886,3.361,49.0,0.54,12.5,0.0714,1.53942,778.0,89.08,0.774,0.848,0.267,CANDIDATE
1.8789138,4.279,30.2,1.9,17.8,0.0379,0.13684,3330.0,79.51,3.339,2.06,0.536,FALSE POSITIVE
41.8681996,5.783,150.7,1.25,12.5,0.2301,0.13559,492.0,87.73,0.837,0.928,0.923,CONFIRMED
0.514771509,1.256,43.4,0.57,12.0,0.0124,2.19652,2113.0,85.94,0.87,0.968,0.222,FALSE POSITIVE
8.61742738,2.713,154.9,1.01,11.3,0.0763,3.74749,733.0,89.86,0.84,0.797,0.059,CONFIRMED
35.945188,8.23,72.6,1.5,4.1,0.236,0.54433,789.0,89.95,1.744,1.36,0.1278,FALSE POSITIVE
5.00749378,2.898,56.6,1.68,14.7,0.0534,1.66603,1499.0,89.09,2.243,0.808,0.206,FALSE POSITIVE
196.436796,8.556,631.9,2.33,14.4,0.6446,2.8272,292.0,89.99,0.946,0.924,0.019,CONFIRMED
8.8303681,3.426,296.2,1.32,10.9,0.0767,0.61621,676.0,86.87,0.706,0.786,0.746,CANDIDATE
12.85755895,4.831,106.5,1.23,14.2,0.1045,0.5859,860.0,88.17,1.156,0.922,0.55,CANDIDATE
0.566810643,3.471,45.6,0.52,17.2,0.0126,0.15044,1976.0,76.68,0.758,0.832,0.315,FALSE POSITIVE
33.502923,11.947,70.9,1.08,12.5,0.1984,0.04941,645.0,86.97,1.177,0.926,0.756,CANDIDATE
148.568877,4.399,404.4,5.97,11.6,0.6365,14.24321,555.0,89.95,2.985,1.556,0.243,CANDIDATE
9.3335486,6.643,71.2,1.69,11.7,0.0888,0.09394,1082.0,84.5,1.863,1.071,0.725,CANDIDATE
262.477098,5.816,1016.0,1.92,9.7,0.6821,12.13898,178.0,89.95,0.62,0.614,0.0753,FALSE POSITIVE
2.21030572,2.492,92.0,1.06,11.4,0.0347,1.15442,1572.0,88.0,1.09,1.134,0.233,FALSE POSITIVE
9.54060855,1.869,462.0,1.75,11.2,0.083,13.03657,735.0,89.96,0.831,0.839,0.031,CANDIDATE
5.99321872,3.92,203.2,1.23,9.5,0.0638,0.87499,952.0,89.9,0.868,0.961,0.02,FALSE POSITIVE
1.80926734,2.469,98.0,0.89,10.9,0.0289,0.843,1444.0,85.81,0.891,0.983,0.385,CANDIDATE
0.70544189,1.772,133.5,1.04,13.9,0.0155,1.0046,1960.0,83.68,0.897,0.992,0.328,FALSE POSITIVE
0.981399749,0.5051,158.3,1.21,16.2,0.0192,51.21367,1820.0,88.3,0.898,0.982,0.408,FALSE POSITIVE
5.04413987,1.623,172.0,1.18,10.2,0.0533,3.51473,862.0,87.52,0.828,0.791,0.727,CANDIDATE
0.933728755,4.363,13.5,0.72,17.9,0.0208,0.07124,2777.0,64.29,1.863,1.378,0.645,FALSE POSITIVE
12.607591424,29.1267,79.5,1.61,41.6,0.1089,0.0002,809.0,33.09,1.002,1.081,0.996,FALSE POSITIVE
5.3694084,3.949,40.0,0.62,8.0,0.059,0.13344,974.0,81.82,0.869,0.951,0.837,CANDIDATE
5.65690281,3.583,32.2,0.74,10.4,0.0619,1.05642,1159.0,89.93,1.32,0.986,0.014,CANDIDATE
0.734573766,1.295,68.4,0.86,11.4,0.0151,2.99146,2061.0,89.42,1.051,0.851,0.044,FALSE POSITIVE
289.86046,11.103,234.5,1.5,10.3,0.8494,1.50171,279.0,89.95,0.971,0.973,0.3711,FALSE POSITIVE
357.13089,13.04,330.5,1.62,11.8,0.9831,1.3891,246.0,89.95,0.897,0.992,0.1365,FALSE POSITIVE
370.50684,12.132,418.6,2.06,8.8,1.0251,1.83983,277.0,89.95,0.999,1.044,0.0647,FALSE POSITIVE
1.332580225,2.057,46.3,2.18,16.4,0.0293,0.86326,3111.0,83.11,3.096,1.88,0.519,FALSE POSITIVE
7.4299322,4.013,164.9,1.81,9.8,0.0738,0.19945,1024.0,84.32,1.252,0.972,0.826,CANDIDATE
79.334347,10.886,164.9,1.56,14.6,0.3653,0.24091,500.0,89.13,1.15,1.027,0.652,CANDIDATE
5.68251605,3.479,81.2,1.03,9.4,0.0627,1.16993,1090.0,90.0,1.157,1.016,0.0,CANDIDATE
7.99144696,3.639,145.0,1.53,12.8,0.0783,0.07953,901.0,81.62,1.006,1.003,0.94,CONFIRMED
2.9039446,10.542,13.1,1.17,32.0,0.0525,0.01186,2637.0,66.82,3.05,2.29,0.686,FALSE POSITIVE
68.538296,3.627,1087.0,25.77,11.3,0.3266,13.19739,1031.0,90.0,8.123,0.988,0.002,FALSE POSITIVE
4.52628739,3.736,99.6,1.02,12.5,0.0536,0.49904,1089.0,86.48,1.006,1.003,0.5,CANDIDATE
369.7985,12.564,1106.4,2.53,11.1,0.9359,1.6751,225.0,89.95,0.757,0.797,0.1382,FALSE POSITIVE
6.5588346,3.034,41.2,0.7,8.1,0.0687,0.70207,973.0,86.52,1.0,1.0,0.7173,FALSE POSITIVE
0.643007769,0.69,68.1,0.35,10.3,0.011,17.08677,1070.0,89.9,0.421,0.432,0.012,FALSE POSITIVE
0.597018404,0.4778,245.4,1.09,16.5,0.0122,35.74532,1578.0,87.12,0.63,0.688,0.44,CANDIDATE
1.061937837,2.31,52.0,0.68,16.3,0.0206,0.75528,1757.0,87.98,0.941,1.033,0.125,FALSE POSITIVE
4.82025124,2.129,94.1,0.78,8.5,0.0531,2.63056,1018.0,87.91,0.777,0.864,0.538,CANDIDATE
12.4019263,4.043,211.1,1.49,9.5,0.0984,0.12234,713.0,84.69,0.832,0.824,0.924,CANDIDATE
152.823896,7.734,456.2,2.45,9.9,0.5895,2.89401,395.0,89.96,1.137,1.167,0.119,CANDIDATE
15.07277287,0.7794,345.0,1.73,13.0,0.1132,32.99834,635.0,89.3,0.771,0.864,0.891,FALSE POSITIVE
1.71659304,1.154,138.0,1.17,9.5,0.0285,9.4346,1607.0,89.38,0.987,1.037,0.1534,FALSE POSITIVE
6.80899076,2.077,1192.0,89.29,11.5,0.0655,0.30436,795.0,77.92,0.854,0.81,1.9253,CANDIDATE
77.915425,8.274,178.8,1.17,9.2,0.3331,0.86728,367.0,89.61,0.874,0.812,0.448,CANDIDATE
358.818895,2.503,666.1,2.66,11.5,0.9572,43.979,262.0,89.93,0.918,0.908,0.825,FALSE POSITIVE
181.3537,16.19,455.0,2.11,11.7,0.6407,0.20363,317.0,89.38,0.951,1.065,0.5983,FALSE POSITIVE
284.727213,10.299,355.3,2.02,12.7,0.8224,1.98698,278.0,89.91,1.08,0.913,0.316,CANDIDATE
3.74786694,3.632,80.9,0.89,19.1,0.0485,0.45818,1176.0,85.97,0.971,1.083,0.49,FALSE POSITIVE
30.5392931,6.887,428.2,2.72,15.0,0.1942,0.83181,669.0,89.93,1.328,1.046,0.045,CANDIDATE
0.913244995,0.4931,47.8,0.77,10.2,0.0185,57.96823,1967.0,88.8,1.049,1.013,0.286,FALSE POSITIVE
2.97599368,4.023,55.0,0.79,13.0,0.0406,0.3663,1395.0,87.49,1.055,1.003,0.243,FALSE POSITIVE
8.31224474,2.663,70.8,10.63,12.2,0.0726,0.0113,801.0,71.25,0.816,0.739,1.111,CANDIDATE
0.584148495,1.6192,66.2,0.87,21.9,0.013,0.75374,2130.0,75.84,1.031,0.861,0.584,FALSE POSITIVE
12.6362048,3.961,124.0,1.1,11.5,0.1072,1.69077,774.0,89.59,0.992,1.028,0.174,CANDIDATE
0.824180121,2.839,208.1,17.8,39.7,0.0168,0.05337,1912.0,19.52,0.883,0.929,1.171,FALSE POSITIVE
0.579770948,1.0377,467.9,2.4,44.3,0.0135,0.41666,1953.0,60.95,0.854,0.968,0.946,FALSE POSITIVE
23.266633,8.315,49.9,2.66,11.4,0.1821,0.34402,1156.0,89.75,3.775,1.487,0.092,CANDIDATE
0.92225589,4.227,33.0,1.29,7.1,0.0188,0.02514,2206.0,17.8,1.485,1.046,0.992,FALSE POSITIVE
7.94004281,3.282,81.9,0.98,10.7,0.0813,1.94524,1010.0,89.99,1.081,1.132,0.004,CANDIDATE
2.85855049,2.341,85.4,1.23,11.4,0.0378,0.04998,1212.0,69.56,0.964,0.881,0.972,CANDIDATE
0.75499096,2.485,215.8,1.39,9.9,0.016,0.41657,1949.0,82.05,0.946,0.953,0.322,FALSE POSITIVE
353.40191,6.681,948.0,2.35,9.1,0.8982,7.64137,202.0,89.95,0.763,0.772,0.4702,FALSE POSITIVE
8.95294046,2.995,44.0,0.86,13.0,0.0839,0.99211,1012.0,87.45,1.207,0.98,0.718,CANDIDATE
1.428596987,2.1401,50.0,1.62,26.1,0.0273,0.49757,2637.0,79.07,2.144,1.336,0.7017,FALSE POSITIVE
4.84350003,3.045,50.2,0.9,10.4,0.0543,0.1308,1121.0,80.44,1.056,0.906,0.906,CANDIDATE
45.163025,7.03,130.3,2.35,8.7,0.2944,1.06394,886.0,89.95,2.015,1.665,0.2057,CANDIDATE
36.7614011,15.982,160.9,1.52,16.2,0.2,0.0014,475.0,77.77,0.823,0.789,0.984,CANDIDATE
4.373570433,0.623,366.0,1.23,14.5,0.0448,158.43057,727.0,89.89,0.64,0.627,0.1,CANDIDATE
2.21701025,2.148,29.4,1.16,11.7,0.041,1.9175,2371.0,89.38,2.092,1.863,0.0662,FALSE POSITIVE
43.0759115,90.95,3452.0,213.46,323.1,0.2453,9e-05,1032.0,52.57,5.915,1.059,1.256,FALSE POSITIVE
154.674369,9.35,435.8,2.29,13.5,0.5698,0.4641,371.0,89.47,1.002,1.023,0.777,CANDIDATE
372.62637,18.52,542.0,2.38,11.9,1.0472,0.32615,258.0,89.95,0.993,1.101,0.5353,FALSE POSITIVE
1.02087831,2.429,33.4,0.64,9.9,0.0196,0.6218,1903.0,87.39,1.106,0.968,0.148,FALSE POSITIVE
1.26132769,1.244,109.7,0.14,9.9,0.0108,5.05732,447.0,87.8,0.132,0.107,0.289,FALSE POSITIVE
6.09406648,2.085,3027.0,54.54,19.0,0.0743,0.38497,1417.0,82.21,1.666,1.47,1.235,FALSE POSITIVE
1.1578141,3.253,54.8,1.24,27.8,0.0204,0.19234,2133.0,76.35,1.629,0.845,0.564,FALSE POSITIVE
15.9513866,2.285,99.2,1.17,9.2,0.1311,10.93874,849.0,89.79,1.168,1.181,0.197,CANDIDATE
0.566800926,4.407,264.5,2.19,63.2,0.0134,0.06592,2200.0,20.83,1.0,1.0,0.971,FALSE POSITIVE
24.1876477,2.654,194.8,118.8,11.4,0.1728,0.07059,782.0,81.93,1.31,1.175,1.8212,FALSE POSITIVE
7.7859111,7.788,45.5,0.68,12.0,0.0769,0.05953,939.0,83.26,0.954,0.994,0.675,CANDIDATE
2.44926655,2.988,108.2,0.76,10.7,0.032,0.73324,1033.0,87.64,0.749,0.727,0.253,FALSE POSITIVE
2.17812826,2.601,100.8,0.81,10.4,0.0317,0.90635,1206.0,86.76,0.805,0.903,0.344,FALSE POSITIVE
31.183688,6.14,139.8,3.21,7.9,0.2158,0.21878,876.0,87.66,2.407,1.378,0.8319,CANDIDATE
1.33259494,2.783,92.7,0.89,7.8,0.0237,0.54738,1665.0,88.4,0.918,0.994,0.104,FALSE POSITIVE
2.05048377,3.67,60.5,0.66,14.3,0.0287,0.36722,1339.0,89.83,0.854,0.752,0.013,FALSE POSITIVE
1.19550618,3.337,26.9,0.78,13.3,0.0228,0.21009,2152.0,78.92,1.463,1.103,0.483,FALSE POSITIVE
2.94242323,1.519,293.3,1.42,14.7,0.039,5.4021,1098.0,88.11,0.819,0.919,0.447,CANDIDATE
0.683082998,4.409,143.3,9.92,26.1,0.0225,0.07083,6757.0,54.82,7.762,3.253,0.694,FALSE POSITIVE
0.791771167,2.4463,509.2,82.71,82.4,0.0198,0.07675,3419.0,26.29,3.07,1.639,1.224,FALSE POSITIVE
0.894172544,0.8302,86.2,0.68,16.9,0.0167,13.10202,1461.0,88.87,0.736,0.771,0.162,FALSE POSITIVE
1.68207624,1.519,54.7,1.01,11.1,0.0274,2.4141,1980.0,85.49,1.311,0.972,0.56,FALSE POSITIVE
9.8480917,3.079,141.9,0.88,9.7,0.0805,2.87124,711.0,89.7,0.748,0.717,0.127,FALSE POSITIVE
0.566800593,3.909,12.3,0.48,10.4,0.0143,0.12008,2783.0,80.91,1.353,1.202,0.2,FALSE POSITIVE
0.969602551,1.728,111.0,0.69,10.4,0.017,1.29105,1334.0,84.06,0.66,0.701,0.415,FALSE POSITIVE
13.0914878,2.037,37.5,0.79,8.0,0.1104,12.87597,892.0,89.83,1.288,1.048,0.145,CANDIDATE
9.25801294,2.854,88.1,1.73,12.9,0.0908,3.2733,1229.0,89.57,1.834,1.162,0.186,FALSE POSITIVE
25.9554044,8.491,122.7,1.46,11.6,0.172,0.01504,656.0,83.27,1.038,1.004,0.952,FALSE POSITIVE
3.74788208,4.183,153.4,0.94,13.6,0.045,0.44614,979.0,89.25,0.777,0.871,0.09,FALSE POSITIVE
0.93479255,4.5838,247.5,24.75,78.3,0.0178,0.0414,2040.0,14.74,1.053,0.864,1.2,FALSE POSITIVE
361.43653,9.08,271.9,1.56,10.8,0.9233,3.97132,268.0,89.95,0.938,0.802,0.2175,FALSE POSITIVE
0.89628253,1.397,86.4,0.76,13.0,0.0176,2.77587,1670.0,87.94,0.818,0.915,0.176,FALSE POSITIVE
1.67495622,2.994,35.9,0.77,15.3,0.0289,0.43157,1843.0,84.27,1.263,1.15,0.399,FALSE POSITIVE
54.0812235,6.279,411.1,1.54,11.6,0.264,1.85478,431.0,89.84,0.762,0.865,0.182,CANDIDATE
8.2344072,2.808,59.2,1.49,11.5,0.0803,0.67359,1263.0,86.53,1.741,1.016,0.812,FALSE POSITIVE
2.15052332,3.447,115.5,1.17,11.0,0.0327,0.46688,1410.0,89.38,1.0,1.0,0.0303,FALSE POSITIVE
32.6122381,2.886,1321.4,31.96,19.6,0.2002,0.37929,570.0,87.41,1.0,1.0,1.252,FALSE POSITIVE
0.967073359,2.4875,773.5,28.15,92.4,0.0189,0.06517,1867.0,34.18,1.022,0.96,1.222,FALSE POSITIVE
3.5564279,6.998,131.4,0.8,12.3,0.0417,0.07732,972.0,84.47,0.694,0.789,0.359,FALSE POSITIVE
0.942997994,1.1658,539.2,1.56,29.2,0.0166,5.22995,1283.0,88.6,0.693,0.681,0.153,FALSE POSITIVE
0.566796775,5.471,144.1,0.61,32.2,0.0096,0.06025,931.0,14.79,0.358,0.364,0.974,FALSE POSITIVE
13.6471211,8.331,75.0,1.25,14.7,0.1075,0.10188,913.0,86.47,1.382,0.89,0.617,CONFIRMED
16.473474,4.201,470.5,1.63,13.0,0.1126,1.98837,612.0,89.97,0.754,0.702,0.014,CONFIRMED
3.74788322,3.45,242.6,1.32,16.3,0.046,0.49133,1031.0,85.63,0.826,0.926,0.544,FALSE POSITIVE
0.705455349,2.469,74.9,0.64,18.0,0.0145,0.34788,1693.0,77.67,0.736,0.824,0.447,FALSE POSITIVE
488.67353,12.35,691.0,2.03,8.2,1.1542,1.75341,188.0,89.91,0.772,0.867,0.432,FALSE POSITIVE
8.5291223,3.241,325.4,2.08,12.8,0.08,1.15477,911.0,87.89,1.111,0.937,0.606,CANDIDATE
1.08906057,2.743,76.2,0.75,10.4,0.0194,0.42845,1511.0,84.43,0.881,0.822,0.29,FALSE POSITIVE
1.48922187,1.882,613.6,2.5,10.8,0.0256,1.62126,1594.0,86.08,1.0,1.0,0.393,FALSE POSITIVE
0.716709761,0.6969,68.4,1.42,21.2,0.0149,0.30165,2394.0,60.71,1.173,0.85,0.986,FALSE POSITIVE
4.1083812,3.279,352.8,1.62,11.4,0.0497,1.00725,1058.0,89.12,0.87,0.968,0.148,FALSE POSITIVE
1.962282625,1.45,68.3,0.81,12.9,0.0298,5.35253,1448.0,89.06,0.979,0.915,0.169,CONFIRMED
0.523629052,3.443,122.0,46.33,61.4,0.0154,0.1626,9801.0,88.24,44.448,1.777,0.045,FALSE POSITIVE
6.4546845,3.071,69.9,1.38,10.8,0.0718,0.11755,1244.0,81.61,1.362,1.185,0.93,CANDIDATE
1.04588635,2.833,102.7,1.1,13.2,0.021,0.40221,1972.0,85.9,1.076,1.13,0.204,FALSE POSITIVE
0.494247662,1.2443,224.9,1.51,18.1,0.0127,1.97761,2257.0,82.87,0.998,1.107,0.366,CANDIDATE
11.8299383,5.168,41.4,1.6,11.7,0.1128,0.48061,1177.0,88.12,2.431,1.365,0.502,CANDIDATE
419.92898,14.55,233.5,1.51,7.5,1.0835,1.19659,255.0,89.95,0.988,0.962,0.0299,FALSE POSITIVE
1.23521458,0.918,89.5,0.93,5.0,0.0229,9.87258,1713.0,87.17,0.959,1.045,0.458,FALSE POSITIVE
1.085229874,0.652,238.1,1.37,7.6,0.0203,25.4095,1632.0,87.84,0.851,0.948,0.439,FALSE POSITIVE
1.540379557,2.026,76.9,0.81,14.6,0.024,1.38022,1581.0,86.62,0.914,0.781,0.329,FALSE POSITIVE
5.30179786,2.24,197.2,1.22,11.5,0.0587,3.3996,973.0,88.81,0.864,0.961,0.357,CANDIDATE
3.60011712,2.396,50.2,0.5,21.6,0.0407,2.25676,938.0,89.88,0.721,0.692,0.025,CONFIRMED
9.32867952,1.572,354.4,1.62,12.7,0.0856,21.27922,806.0,89.96,0.864,0.961,0.035,CONFIRMED
6.38671206,1.201,223.7,1.19,11.6,0.0617,32.34332,811.0,89.98,0.811,0.768,0.015,CONFIRMED
158.348345,10.55,899.0,372.86,17.6,0.6312,0.06954,409.0,85.36,1.276,1.334,3.655,FALSE POSITIVE
0.849362238,1.36,114.9,0.85,11.9,0.0169,2.17949,1498.0,84.05,0.788,0.891,0.453,CANDIDATE
0.741768294,0.4164,60.3,72.36,14.0,0.0186,0.48497,3380.0,60.2,3.147,1.566,1.201,CANDIDATE
0.93376962,7.023,125.8,16.3,28.5,0.0185,0.03366,1937.0,9.31,0.975,0.973,1.142,FALSE POSITIVE
322.48381,22.99,1023.4,3.5,27.0,0.911,0.01919,259.0,88.86,0.881,0.97,0.938,FALSE POSITIVE
61.083322,10.396,227.5,1.61,11.5,0.3082,0.21769,465.0,88.94,1.015,1.044,0.649,CANDIDATE
3.5944891,2.557,89.9,0.98,10.4,0.0447,1.86297,1178.0,89.79,1.046,0.922,0.041,CANDIDATE
0.739404894,1.753,246.8,0.94,21.0,0.0136,1.25668,1256.0,88.67,0.624,0.614,0.077,FALSE POSITIVE
4.8608059,1.966,252.1,1.21,8.9,0.0529,4.53911,925.0,88.8,0.757,0.839,0.374,CANDIDATE
4.04481159,2.479,33.0,0.67,7.5,0.0511,1.78424,1325.0,88.05,1.141,1.082,0.393,CANDIDATE
25.949641315,11.6411,67.8,2.06,7.6,0.172,0.00648,753.0,81.14,1.922,1.006,0.945,FALSE POSITIVE
1.71051215,1.284,42.2,1.04,11.2,0.027,6.93571,2004.0,89.68,1.589,0.898,0.057,FALSE POSITIVE
62.869463,6.842,341.7,1.96,16.2,0.2829,0.08338,349.0,87.89,0.781,0.762,0.954,CONFIRMED
84.8062818,9.0006,9936.0,36.51,121.6,0.3635,0.19169,388.0,88.26,0.853,0.889,1.265,FALSE POSITIVE
29.9632816,2.6,893.2,2.24,17.7,0.1614,2.79198,391.0,89.04,0.638,0.624,0.855,CONFIRMED
17.99643716,4.164,36923.0,30.08,123.5,0.1167,1.34044,468.0,87.74,0.666,0.653,1.122,FALSE POSITIVE
11.63486009,5.466,292.3,2.61,18.4,0.1011,0.62776,961.0,89.82,1.548,1.019,0.053,CONFIRMED
4.8302364,7.983,22.5,1.06,11.6,0.0536,0.07154,1453.0,85.93,2.247,0.877,0.316,CANDIDATE
56.446465,7.371,147.9,1.57,12.4,0.2871,0.15942,522.0,88.33,1.117,0.988,0.874,CANDIDATE
31.4202111,4.021,390.5,1.45,10.6,0.1824,4.2627,471.0,89.93,0.748,0.822,0.075,CANDIDATE
10.8118317,2.627,76.8,1.24,9.5,0.0994,0.50673,922.0,86.49,1.196,1.119,0.896,CONFIRMED
5.56676609,1.812,173.8,1.12,12.0,0.0574,6.41878,859.0,88.98,0.859,0.81,0.392,CANDIDATE
1.208528832,1.336,180.8,1.25,10.6,0.0223,4.47668,1725.0,89.68,0.923,1.005,0.039,FALSE POSITIVE
208.18711785,2.5404,394.7,1.99,4.2,0.6889,96.67844,307.0,89.97,1.0,1.0,0.321,FALSE POSITIVE
0.93198504,2.0472,326.6,17.72,44.5,0.0167,0.06002,1647.0,31.88,0.777,0.71,1.19,FALSE POSITIVE
0.60818508,0.909,144.7,96.03,18.9,0.0137,0.44158,2298.0,26.59,1.043,0.933,1.835,FALSE POSITIVE
